title,decision,total_score,q1_score,q2_score,q3_score,q4_score,q5_score,exclusion_reason,doi,source_database,created_at
Dunaliella salina (Chlorophyta) as a Test-Object for Assessment of Detergent Pollution of a Marine Environment,EXCLUDE,3,1,0,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing therefore an accurate score is not possible.),10.1007/s11179-005-0078-6,OpenAlex,2026-03-02 22:51:27.80254+00
First evidences of surfactant biodegradation by marine sponges (Porifera): an experimental study with a linear alkylbenzenesulfonate,EXCLUDE,3,1,0,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract missing.),10.1023/a:1023217218585,OpenAlex,2026-03-02 22:51:32.906038+00
Fluorescence Detection of Hydrocarbons in Harbour Water,EXCLUDE,3,2,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing; thus, I cannot provide a complete analysis.)",10.1007/978-94-007-1324-6_50,OpenAlex,2026-03-02 22:49:48.865197+00
Misuse of anaesthetic gases,EXCLUDE,3,0,0,1,0,2,"Low score: Cumulative criteria not met. (AI Note: This study focuses on the misuse of anaesthetic gases and inhalants for recreational purposes, unrelated to marine research.)",10.1111/anae.13551,OpenAlex,2026-03-02 22:50:37.766956+00
Les polluants organiques dans les effluents urbains et apports polluants dans millieu marin. cas du littoral Francais,EXCLUDE,3,2,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, making it impossible to determine the research methodology, quantification, and vessel use.)",10.1016/0043-1354(89)90137-1,OpenAlex,2026-03-02 22:51:38.120461+00
Selection of allozyme genotypes of two species of marine gastropods (genus Littorina) in experiments of environmental stress by nonionic detergent and crude oil-surfactant mixtures,EXCLUDE,3,1,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract is missing, so study cannot be evaluated.)",10.1186/1297-9686-21-3-295,OpenAlex,2026-03-02 22:51:35.55582+00
Need for a Smart Autonomous Bilge Management System: A Review,EXCLUDE,3,1,1,0,0,1,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper reviews bilge water management and introduces a concept for a smart system but does not present original empirical research.),10.1007/s40032-025-01237-1,OpenAlex,2026-03-02 22:49:55.149603+00
Salinity tolerance of the invasive round goby: Experimental implications for seawater ballast exchange and spread to North American estuaries,EXCLUDE,3,2,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/j.jglr.2011.12.010,OpenAlex,2026-03-02 22:51:57.611561+00
"Petroleum Developments in Far East, 1979",EXCLUDE,3,1,0,1,1,0,"Low score: Cumulative criteria not met. (AI Note: The study is a report/summary of oil exploration activity, rather than an original research study.)",10.1306/2f91971f-16ce-11d7-8645000102c1865d,OpenAlex,2026-03-02 22:50:40.483871+00
The technology and economics of water-borne transportation systems in Roman Britain,EXCLUDE,3,1,1,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Thesis about the economics of water-borne transportation systems in Roman Britain, lacking specific quantitative environmental data.)",10.14288/1.0099682,OpenAlex,2026-03-02 22:52:09.365733+00
The toxicity of several oil-spill removers to some species of fish and shellfish,EXCLUDE,3,1,0,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract text is missing.),10.1007/bf00360784,OpenAlex,2026-03-02 22:51:30.743871+00
Carbon Reduction Program Implementation Strategy on Product Tanker Fleet Against the Carbon Intensity Indicator (CII) Decreasing Target,EXCLUDE,3,1,1,1,0,0,"Low score: Cumulative criteria not met. (AI Note: The study is about policy and emission reduction targets, not direct environmental monitoring.)",10.38035/ijam.v2i2.299,OpenAlex,2026-03-02 22:47:15.970518+00
Determination of the perception of ship management towards environmental pollion caused by routine operations of ships,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study examines perceptions of ship operators toward environmental pollution using a decision-making method, and is not a quantitative field study.)",10.3153/ar22005,OpenAlex,2026-03-02 22:49:45.24071+00
"Bridging science, management and responses to environmental disasters",EXCLUDE,3,1,0,1,1,0,Low score: Cumulative criteria not met. (AI Note: This article is a policy perspective on environmental disaster management and does not present original empirical research or quantitative data on water quality.),10.1002/ieam.130,OpenAlex,2026-03-02 22:50:29.851332+00
Toxicity and biodegradation of the LAS surfactant 1-(p-sulfophenyl)nonane in presence of the ascidian Styela plicata,EXCLUDE,3,1,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Missing abstract content, cannot determine methodology or quantification.)",10.1016/j.chemosphere.2007.12.016,OpenAlex,2026-03-02 22:51:37.19935+00
Hydrodynamic Modelling for Development of a Port in an Estuary,EXCLUDE,3,2,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1007/978-981-13-3134-3_19,OpenAlex,2026-03-02 22:52:11.414316+00
The improving of the safety level of the equipment working under excessive pressure,EXCLUDE,3,0,0,1,1,1,"Low score: Cumulative criteria not met. (AI Note: This study is focused on oil refining equipment safety, not marine research.)",10.1201/9781003014638-45,OpenAlex,2026-03-02 22:50:36.102157+00
Engineering aspects and present status of the Spanish stellarator TJ-II,EXCLUDE,3,0,0,2,0,1,"Low score: Cumulative criteria not met. (AI Note: This article discusses engineering aspects of a stellarator (TJ-II), which is not related to marine research.)",10.1109/fusion.1991.218760,OpenAlex,2026-03-02 22:50:59.639634+00
OFFSHORE OIL DEVELOPMENT AND SEABIRDS: THE PRESENT STATUS OF KNOWLEDGE AND LONG-TERM RESEARCH NEEDS,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review paper that discusses oil spills and their impact on seabirds, without providing specific quantitative data or a novel empirical study.)",10.4324/9780203497777-11,OpenAlex,2026-03-02 22:49:41.51476+00
Oily Sludge Biodetoxification,EXCLUDE,3,0,0,1,2,0,"Low score: Cumulative criteria not met. (AI Note: The study focuses on industrial oily sludge and its bioremediation from a land-based army ammunition plant, not marine research.)",10.21236/ada557577,OpenAlex,2026-03-02 22:50:03.893055+00
Environmentally Protection R &amp; D Applied to Ships and Watercraft,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract describes legal requirements and the status of R&D for shipboard waste treatment devices, but lacks original empirical data.)",10.1111/j.1559-3584.1973.tb03662.x,OpenAlex,2026-03-02 22:49:47.93307+00
Topical Issues of Rational Use of Natural Resources 2019,EXCLUDE,3,0,0,1,1,1,"Low score: Cumulative criteria not met. (AI Note: This article discusses oil refining in Belarus, which is not a marine research topic.)",10.1201/9781003014638,OpenAlex,2026-03-02 22:50:36.691269+00
The UC Davis Wildlife Health Center's Marine Ecosystem Health Program: A University-Government-Private Sector Partnership to Enhance Marine Stewardship,EXCLUDE,3,1,1,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper describes an organizational program and general environmental concerns.),10.1061/40761(175)101,OpenAlex,2026-03-02 22:50:27.850078+00
Innovative Approaches to Mitigate Microfibre Pollution,EXCLUDE,3,1,0,0,1,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review article about microfibre pollution, with no quantitative data or vessel information.)",10.4324/9781003165385-12,OpenAlex,2026-03-02 22:51:40.686438+00
Research for Efficient Electrochemical Purification of Bilge Water By Aluminum/Copper Electrodes,EXCLUDE,3,1,2,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Insufficient information to score abstract, no abstract was provided in the prompt.)",10.2139/ssrn.5179541,OpenAlex,2026-03-02 22:49:59.003386+00
Phase Formation Features of Reactor Pressure Vessel Steels with Various Ni and Mn Content under Conditions of Neutron Irradiation at Increased Temperature,EXCLUDE,3,0,0,1,0,2,Low score: Cumulative criteria not met. (AI Note: This paper describes lab experiments on steel and not marine research.),10.3390/met13040654,OpenAlex,2026-03-02 22:50:59.022756+00
Electron-Beam Computerized Tomography Correlates with Coronary Angiogram in Chronic Kidney Disease Patients,EXCLUDE,3,0,0,1,0,2,"Low score: Cumulative criteria not met. (AI Note: This study investigates coronary artery disease in chronic kidney disease patients using electron-beam computerized tomography and coronary angiography, which is unrelated to marine research.)",10.1159/000101370,OpenAlex,2026-03-02 22:50:57.263019+00
Biodegradation Ability of Yeast Isolate AB – 01 on Engine Oil Polluted Soils in Jos Metropolis,EXCLUDE,3,0,0,0,1,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on terrestrial soil samples, not marine environments.)",10.31080/asmi.2022.05.1177,OpenAlex,2026-03-02 22:51:43.442084+00
Friction behavior of gabbro under hydrothermal conditions,EXCLUDE,3,0,0,1,0,2,"Low score: Cumulative criteria not met. (AI Note: This study focuses on the friction behavior of gabbro under hydrothermal conditions, which is relevant to fault mechanics and earthquake behavior and not marine research.)",10.5194/egusphere-egu22-981,OpenAlex,2026-03-02 22:51:03.931988+00
Prohibition of Disposables Require Approach Renovation,EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper presents an opinion on the use of disposables and detergent use and does not contain any original experimental data.),10.47363/jcert/2022(4)135,OpenAlex,2026-03-02 22:51:42.874981+00
Advanced Technologies to Reduce Marine Microfiber Pollution,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This chapter reviews technologies and research, but does not describe a novel empirical study.)",10.1201/9781003529903-13,OpenAlex,2026-03-02 22:51:44.409931+00
Plastics and South Pacific Island shores: environmental implications,EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/s0964-5691(99)00036-8,OpenAlex,2026-03-02 22:47:07.430041+00
Treatment of bilge water using a combination of ultrafiltration and reverse osmosis,EXCLUDE,2,0,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract missing, so assumptions are based on title alone; treatment systems are more engineering than direct environmental data.)",10.1016/j.desal.2005.03.078,OpenAlex,2026-03-02 22:49:32.408013+00
Analysis of the Specifics in Calculating the Index of Existing Marine Energy Efficiency EEXI in Force since 2023,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study is focused on policy and regulation regarding energy efficiency, not a specific pollutant or methodology.)",10.1109/bulef53491.2021.9690805,OpenAlex,2026-03-02 22:47:14.759697+00
Handbook of Ecotoxicology,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This handbook provides general information about ecotoxicology, lacking specific research data related to marine environments, vessels, quantification, or original methodologies.)",10.1002/9781444313512,OpenAlex,2026-03-02 22:51:29.075279+00
"Ecological Assessment of Plastic Particles Along Alexandria Beaches Using Microscopy and Thermal Analysis Techniques, the Mediterranean Coast of Egypt",EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract text is missing.),10.2139/ssrn.4039702,OpenAlex,2026-03-02 22:51:46.227171+00
Régimen jurídico de las aguas de lastre en Colombia,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper presents an analysis of the national legal mechanisms regarding ballast water management in Colombia, focusing on policy and legal aspects rather than empirical data or spec",10.15359/revmar.17-1.4,OpenAlex,2026-03-02 22:50:02.845494+00
Evaluation Of Dispersants,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses dispersants and their application to oil spills, but it mainly focuses on policy and method evaluation rather than presenting original empirical data.)",10.7901/2169-3358-1969-1-209,OpenAlex,2026-03-02 22:51:38.873553+00
Humpback Dolphin (Genus Sousa) Behavioural Responses to Human Activities,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Insufficient information is provided in the abstract to determine specific details about water type, quantification, study type, or specific pollutants.)",10.1016/bs.amb.2015.08.007,OpenAlex,2026-03-02 22:47:10.330473+00
Plume bulge observed in the Pearl River Estuary in summer: Spatiotemporal characteristics and influencing factors,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I can not provide the requested values.)",10.1016/j.ecss.2023.108242,OpenAlex,2026-03-02 22:51:59.759917+00
The recovery of oyster (Saccostrea glomerata) populations in Sydney estuary (Australia),EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: No abstract was provided to score the research method or quantitative data.),10.1007/s11356-013-2168-x,OpenAlex,2026-03-02 22:52:00.339716+00
Spray Characterization of the Urea-Water Solution (UWS) Injected in a Hot Air Stream Analogous to SCR System Operating Conditions,EXCLUDE,2,0,0,0,0,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on vehicle emission control using urea-water solution spray characterization, which is not related to marine research.)",10.4271/2019-01-0738,OpenAlex,2026-03-02 22:50:58.344606+00
Strained listening: sensing underwater noise pollution in Calder Harben’s ‘Bodies of Water’,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a qualitative study of an art installation, not a quantitative or empirical study of marine pollution.)",10.31452/bcj6.harben.lalonde,OpenAlex,2026-03-02 22:50:24.198992+00
CONTRACTILE VACUOLES1,EXCLUDE,2,1,0,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review paper about contractile vacuoles in protozoa, with some discussion of marine species but no pollution data.)",10.1111/j.1469-185x.1938.tb00525.x,OpenAlex,2026-03-02 22:49:40.311126+00
"Metabolic performance of the coral reef fish Siganus guttatus exposed to combinations of water borne diesel, an anionic surfactant and elevated temperature in Indonesia",EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is unavailable and the title alone does not contain sufficient information.),10.1016/j.marpolbul.2016.02.078,OpenAlex,2026-03-02 22:49:31.922267+00
Safety at Sea – a Review of Norwegian Activities,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper reviews maritime incidents and safety levels in Norwegian waters using available statistics, but does not focus on pollutants or original empirical studies.)",10.1201/b11342-30,OpenAlex,2026-03-02 22:50:34.883085+00
Treatment of oil-in-saltwater emulsions by in-situ production of magnetic FeOx nanoparticles,EXCLUDE,2,0,0,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/j.jwpe.2019.100851,OpenAlex,2026-03-02 22:51:21.052861+00
Organotin contamination in sediments from the Western Mediterranean enclosures following 10 years of TBT regulation,EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The provided abstract is missing.),10.1016/s0043-1354(01)00305-0,OpenAlex,2026-03-02 22:47:05.939122+00
Microbiological Aspects Of Oil Pollution,EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a general discussion of oil pollution and historical case studies.),10.2118/3203-ms,OpenAlex,2026-03-02 22:51:46.005869+00
Red Drum (Sciaenops ocellatus) Interactions with Vessel Noise in the Northern Gulf of Mexico,EXCLUDE,2,1,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing and therefore the request cannot be completed.),10.1007/978-3-031-10417-6_128-1,OpenAlex,2026-03-02 22:50:25.077901+00
Ecological forensic testing: Using multiple primers for eDNA detection of marine vertebrates in an estuarine lagoon subject to anthropogenic influences,EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: No abstract was provided to determine if empirical research was performed.),10.1016/j.gene.2024.148720,OpenAlex,2026-03-02 22:50:18.147439+00
Working Group on Introductions and Transfers of Marine Organisms (WGITMO),EXCLUDE,2,1,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a summary of a working group and does not present novel research data.),10.17895/ices.pub.5569,OpenAlex,2026-03-02 22:50:23.245064+00
"Doctor, Will My Aneurysm Rupture?",EXCLUDE,2,0,0,1,0,1,"Low score: Cumulative criteria not met. (AI Note: This article is about the risk factors and prediction of aneurysm rupture, and does not pertain to marine research.)",10.4103/neurol-india.neurol-india-d-25-00139,OpenAlex,2026-03-02 22:50:38.027154+00
Pediatric Precursors of Adult Atherosclerosis,EXCLUDE,2,0,0,1,0,1,Low score: Cumulative criteria not met. (AI Note: This article is about heart disease and cholesterol in children and does not involve marine research.),10.1542/pir.25.1.4,OpenAlex,2026-03-02 22:50:39.900434+00
The reliability of analytical data for tributyltin (TBT) in sea water and its implications on water quality criteria,EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing and therefore the research context cannot be determined.),10.1016/0141-1136(91)90030-c,OpenAlex,2026-03-02 22:50:45.799116+00
Biodegradation of crude oil from saline waste water using white rot fungus Phanerochaete chrysosporium,EXCLUDE,2,0,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The provided abstract is empty, so it's impossible to determine the marine relevance or methodology.)",10.1016/j.jiec.2013.09.007,OpenAlex,2026-03-02 22:51:16.645381+00
IgG4‐related sclerosing cholangitis with autoimmune pancreatitis and periaortitis: Case report and review of the literature,EXCLUDE,2,0,0,1,0,1,Low score: Cumulative criteria not met. (AI Note: This study is a medical case report about a rare autoimmune condition (IgG4-related sclerosing cholangitis) and does not pertain to marine research.),10.1111/j.1751-2980.2012.00585.x,OpenAlex,2026-03-02 22:51:04.493806+00
Geovisualization tools to inform the management of vessel noise in support of species' conservation,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I cannot assess the paper's content; the title suggests a focus on vessel noise and species conservation.)",10.1016/j.ocecoaman.2018.11.009,OpenAlex,2026-03-02 22:47:11.563697+00
An Oil Dispersant's Effect on the Microflora of Beach Sand,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study focuses on microflora response to oil dispersant chemicals, but lacks original empirical data.)",10.1017/s0025315400005889,OpenAlex,2026-03-02 22:51:34.466839+00
"Are WWTPs effluents responsible for acute toxicity? Seasonal variations of sediment quality at the Bay of Cádiz (SW, Spain)",EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: No abstract was provided to properly score the document.),10.1007/s10646-014-1385-5,OpenAlex,2026-03-02 22:51:33.722469+00
Preface to special section on Past and Future Trends in Nutrient Export From Global Watersheds and Impacts on Water Quality and Eutrophication,EXCLUDE,2,0,0,1,0,1,"Low score: Cumulative criteria not met. (AI Note: This is a modeling study on nutrient export from global watersheds and impacts on water quality, lacking specific field data or vessel information.)",10.1029/2010gb003851,OpenAlex,2026-03-02 22:51:39.453864+00
Nutrient Management in the Danube River Basin,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on nutrient management in a river basin, lacking vessel, oil, or quantitative data.)",10.1007/698_2014_311,OpenAlex,2026-03-02 22:51:36.921566+00
Editorial: Understanding the response of ecosystems to increasing human pressures and climate change – management options,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is an editorial piece discussing management options for marine ecosystems under human pressure and climate change, not specific data.)",10.3389/fmars.2025.1688993,OpenAlex,2026-03-02 22:50:25.469987+00
Red Drum (Sciaenops ocellatus) Interactions with Vessel Noise in the Northern Gulf of Mexico,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I cannot determine the focus of the paper.)",10.1007/978-3-031-50256-9_128,OpenAlex,2026-03-02 22:50:20.01645+00
Emerging Trends in the Shipping Industry –Transitioning Towards Sustainability,EXCLUDE,2,1,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses sustainability and economic challenges in the shipping industry, lacking specific details on water, oil, or empirical methodology.)",10.1080/09733159.2014.928473,OpenAlex,2026-03-02 22:50:35.269769+00
Long-term increase in mortality of Indo-Pacific humpback dolphins (Sousa chinensis) in the Pearl River Estuary following anthropic activities: Evidence from the stranded dolphin mortality analysis from 2003 to 2017,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so it is impossible to assess the methods and quantities of data.)",10.1016/j.envpol.2022.119526,OpenAlex,2026-03-02 22:51:59.226197+00
"Performance and Compatibility of California Reformulated Gasoline in On-Road, Off-Road, and Non-Vehicle Engines",EXCLUDE,2,0,0,0,0,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on air pollution and gasoline performance in various engines, not marine pollution.)",10.1115/1.2818141,OpenAlex,2026-03-02 22:50:26.972147+00
LONG-TERM MONITORING OF THE FLUXES OF SUSPENDED SOLIDS AND SALT NEAR THE MOUTH OF A TIDAL ESTUARY,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study focuses on suspended solids and salt fluxes, lacking specific details on pollutants or methodologies.)",10.1016/b978-0-08-032591-0.50020-8,OpenAlex,2026-03-02 22:52:11.884307+00
Smart Marinas. The Case of Metropolitan City of Cagliari,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a case study about smart technology in marinas, without any water quality or vessel-related data.)",10.1007/978-3-030-58820-5_5,OpenAlex,2026-03-02 22:50:44.044158+00
Design of the Bataan-Cavite Interlink Bridge (BCIB) Project in The Philippines,EXCLUDE,2,1,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper describes the design of a bridge and does not contain original research data related to marine pollution.),10.2749/manchester.2024.1366,OpenAlex,2026-03-02 22:51:03.364968+00
"Saline oily wastewater treatment using Lallemantia mucilage as a natural coagulant: Kinetic study, process optimization, and modeling",EXCLUDE,2,0,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The title discusses oily wastewater treatment in a lab setting, therefore it's not field research.)",10.1016/j.indcrop.2021.113326,OpenAlex,2026-03-02 22:51:18.116529+00
Inhibition of release of phospholipase A2 from sponge cells (Geodia cydonium) by detergent-polluted sea water. A sensitive method to monitor marine pollution,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract not provided, scores based on title alone.)",10.1007/bf01701145,OpenAlex,2026-03-02 22:51:28.102094+00
Changes in the behavioural complexity of bottlenose dolphins along a gradient of anthropogenically-impacted environments in South Australian coastal waters: Implications for conservation and management strategies,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so scoring is impossible.)",10.1016/j.jembe.2016.03.020,OpenAlex,2026-03-02 22:50:14.349908+00
MAJOR POLLUTANTS IN THE MARINE ENVIRONMENT,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, making it impossible to assess the research method and quantification.)",10.1016/b978-0-08-019730-2.50027-1,OpenAlex,2026-03-02 22:51:31.049633+00
Biological consequences of marine pollution with special reference to the North Sea fisheries,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so a complete extraction is impossible.)",10.1007/bf01611217,OpenAlex,2026-03-02 22:51:34.690233+00
Differential viability of allelic isozymes in the marine gastropod Cerithium scabridum exposed to the environmental stress of nonionic detergent and crude oil-surfactant mixtures,EXCLUDE,2,1,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing from the document.),10.1007/bf00055639,OpenAlex,2026-03-02 22:51:34.945268+00
Editorial: Biodegradation of emerging marine contaminants,EXCLUDE,2,1,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Editorial papers are excluded; biodegradation of marine contaminants is the focus, but no original empirical research is included.)",10.3389/fmars.2024.1509194,OpenAlex,2026-03-02 22:51:52.103952+00
U.S. NAVY R&amp;D EFFORTS IN SUPPORT OF OIL POLLUTION ABATEMENT STRATEGIES,EXCLUDE,2,0,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review of US Navy R&D efforts, not a field study, and focuses on general pollution abatement rather than specific measurements.)",10.7901/2169-3358-1977-1-61,OpenAlex,2026-03-02 22:49:49.643802+00
Spatial and Temporal Methane Emissions from Urbanized Subtropical Estuaries in the Northwest Gulf of Mexico,EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.2139/ssrn.5231893,OpenAlex,2026-03-02 22:52:11.112549+00
Utilization of Alyssum mucilage as a natural coagulant in oily-saline wastewater treatment,EXCLUDE,2,0,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so the information is insufficient for proper scoring.)",10.1016/j.jwpe.2020.101763,OpenAlex,2026-03-02 22:51:15.880455+00
Sewage dispersion in an estuary with distinct ebb and flood channels,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The provided abstract is empty, so I cannot give meaningful scores.)",10.1016/0160-4120(95)00002-x,OpenAlex,2026-03-02 22:52:03.995073+00
Evaluation of toxicity reduction of sodium dodecyl sulfate submitted to electron beam radiation,EXCLUDE,2,0,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Without an abstract, it is unclear if this is a marine study or a lab study.)",10.1016/j.radphyschem.2004.03.038,OpenAlex,2026-03-02 22:51:32.20229+00
Characterization of Miscellaneous Effluent Discharges from a Mobile Offshore Drilling Unit to the Marine Environment,EXCLUDE,2,0,0,0,0,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper focuses on offshore drilling units, not on marine vessels or coastal waters, and while it mentions toxicity, the focus is on a specific industrial process rather than genera",10.1002/etc.4581,OpenAlex,2026-03-02 22:49:44.16691+00
"Sedimentation in the Yellow River delta, part I: flow and suspended sediment structure in the upper distributary and the estuary",EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/s0025-3227(98)00031-0,OpenAlex,2026-03-02 22:51:55.427416+00
"A time-series of heavy metal geochemistry in sediments of Galveston Bay estuary, Texas, 2017-2019",EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/j.scitotenv.2021.150446,OpenAlex,2026-03-02 22:51:57.839379+00
The role of the smooth cordgrass Spartina alterniflora and associated sediments in the heavy metal biogeochemical cycle within Bahía Blanca estuary salt marshes,EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: No methods or quantitation are included in the abstract, and the topic is heavy metals, not oil.)",10.1007/s11368-008-0027-z,OpenAlex,2026-03-02 22:51:58.083222+00
Fine-Scale Detection of Estuarine Water Quality with Managed Freshwater Releases,EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract missing; cannot extract research data.),10.1007/s12237-013-9751-8,OpenAlex,2026-03-02 22:52:02.736338+00
